id,pred_label,pred_noise_type
476b0a37688e49debae6,HATE,ORIGINAL
f7d8cf3449ea4d6981db,CLEAN,NO_DIACRITICS
e43dbfb26dec42e58cd0,OFFENSIVE,ORIGINAL
8ce4b14f9ce84cf484b7,HATE,CHAR_REPEAT
b2b8060be5b74ceb87fe,CLEAN,ORIGINAL
09a856801be041e59e51,CLEAN,ORIGINAL
5c452a2d1519484f8eb3,CLEAN,PUNCT_NOISE
9ed4858924df48eaa5e6,CLEAN,NO_DIACRITICS
aa9f796387f54c039c9a,OFFENSIVE,OBFUSCATION
d4ef85cca43b4e22b44e,OFFENSIVE,ORIGINAL
304c3c2b764641d7b6ea,CLEAN,MIXED
3f28d7bf2be74acc9f11,CLEAN,OBFUSCATION
9f4525f747b6435bbe98,HATE,ORIGINAL
1d11d505aa4741dca49e,CLEAN,OBFUSCATION
a775e12d5001440c8867,CLEAN,ORIGINAL
7c9abea6c63c44b181b8,CLEAN,MIXED
72314aaaf1f844f1b1df,CLEAN,ORIGINAL
4219facfe91e43578e8a,CLEAN,ORIGINAL
ac61b85b246d49e5ba2c,CLEAN,OBFUSCATION
8c7ce5fde4b44696bbe9,OFFENSIVE,MIXED
df226b4b845446d0b1e5,CLEAN,CHAR_REPEAT
fa35c9d7888046799c56,CLEAN,OBFUSCATION
db72c33726df4dc38a85,CLEAN,ORIGINAL
1946a995c8984f968522,CLEAN,CHAR_REPEAT
564d44350e794a4f86f5,CLEAN,ORIGINAL
7589ef4c5dde442faa56,CLEAN,ORIGINAL
ec2880b3f1fa45e7b987,CLEAN,ORIGINAL
acc592056f1b4c93be8d,CLEAN,PUNCT_NOISE
0142c6483b27479d8906,HATE,PUNCT_NOISE
17676c606fc342669598,CLEAN,OBFUSCATION
09af6f0b921e4ee2925d,HATE,TEENCODE
4fb0500593ed4f18ba21,CLEAN,ORIGINAL
ee833d8b5b034ecd9602,CLEAN,CHAR_REPEAT
7601e8b9ce4940a5b48c,CLEAN,CHAR_REPEAT
622634ce78d844d38489,CLEAN,NO_DIACRITICS
af928b316ea54434a6be,CLEAN,OBFUSCATION
78f64329338145368cf9,CLEAN,ORIGINAL
039317cf13504f8a8195,CLEAN,OBFUSCATION
5f03cc1e02ac454cba48,CLEAN,PUNCT_NOISE
7fdac806bf67450c918d,CLEAN,MIXED
5bcd4119681543c78172,CLEAN,MIXED
69c57c190643417e9a73,CLEAN,NO_DIACRITICS
530bc8ab359a43debae7,CLEAN,OBFUSCATION
4c5b1be4d9de4a8c8f40,CLEAN,PUNCT_NOISE
d691338297f54fe7b6d3,CLEAN,TEENCODE
cc84c0e8bab8459ebc1f,CLEAN,ORIGINAL
b2b5f199eae5492385fb,CLEAN,MIXED
e378fc0d06104401a772,CLEAN,MIXED
2c028f1e2d4643d2958a,CLEAN,NO_DIACRITICS
84837526610f40d6a31b,CLEAN,ORIGINAL
3482726cc755445dbd00,CLEAN,NO_DIACRITICS
6f726d7093264bf59b15,CLEAN,PUNCT_NOISE
0711e67a3c784abb9e1d,CLEAN,NO_DIACRITICS
8ea93e3e7e4f4234bf39,CLEAN,PUNCT_NOISE
a622916ca6fc47938e16,CLEAN,MIXED
6251c166a0824ce3afb0,CLEAN,ORIGINAL
61beab754b8a46bd87e0,CLEAN,MIXED
aeb75c584211413d9de4,CLEAN,OBFUSCATION
1e2a6d25193c47579212,CLEAN,OBFUSCATION
2e2c881926c643c0b9b7,CLEAN,OBFUSCATION
136c60829d8543a781ae,HATE,CHAR_REPEAT
980f20ecd6fc410ca68d,HATE,CHAR_REPEAT
2025deb893674761ac29,HATE,CHAR_REPEAT
ac9c212a852c41c391d4,CLEAN,NO_DIACRITICS
e8f5f831a38d4befa788,HATE,CHAR_REPEAT
5d9acc2f801647c2bd43,CLEAN,ORIGINAL
167e3ead5aa94bf5a96b,CLEAN,PUNCT_NOISE
b7a63d1b7f4344dfa1ad,OFFENSIVE,MIXED
0a2acd688bc84f8cb3cd,CLEAN,ORIGINAL
7a3b39ab48b449569e2e,CLEAN,ORIGINAL
361761cd247f4ba788e9,CLEAN,NO_DIACRITICS
a2d6002865fd43caa8bb,CLEAN,ORIGINAL
b988eb230db744629b9b,HATE,OBFUSCATION
0783d70cfda9415e948e,HATE,OBFUSCATION
782b058e1da84536965b,CLEAN,OBFUSCATION
791aacb540fe44f9b450,CLEAN,ORIGINAL
00f50a5686e24d9c9a29,CLEAN,PUNCT_NOISE
14465833662d4a4a820c,CLEAN,NO_DIACRITICS
9032d72505cc49b3a87e,CLEAN,MIXED
c9c2661d2cf44839a94e,CLEAN,OBFUSCATION
b3c2c0d1af3945baa38d,CLEAN,ORIGINAL
83a65f64a2bc401ca209,CLEAN,MIXED
7ddff385ef1b4945ae1d,CLEAN,NO_DIACRITICS
8d32d2e5d86049f3b296,CLEAN,NO_DIACRITICS
bbd7f1d8bd9c4a208940,CLEAN,NO_DIACRITICS
72ec3375f17b401c9ab6,CLEAN,ORIGINAL
624a8208fcc84a61ad84,CLEAN,MIXED
e08caa672ae74b5e921b,HATE,NO_DIACRITICS
242a09f72046444bba2c,HATE,ORIGINAL
5983be5386e5456bbe70,HATE,ORIGINAL
e919c90803ed484c93ec,CLEAN,MIXED
c638fa3c5a4f485c9e64,CLEAN,PUNCT_NOISE
20b379bf94d049c5bd19,CLEAN,ORIGINAL
f37197f301f64ceb912d,CLEAN,CHAR_REPEAT
d86e5f5a4ef44027b80f,CLEAN,CHAR_REPEAT
f887dffe4a624b87894f,CLEAN,MIXED
5331ffe098744f4697af,CLEAN,ORIGINAL
d04c3f97528240e690c4,CLEAN,PUNCT_NOISE
905b6e5dda5843de9e1b,CLEAN,NO_DIACRITICS
6a62fbc587624117b3b9,CLEAN,CHAR_REPEAT
cbc3e5aea46845119523,CLEAN,CHAR_REPEAT
bfa01dd1136a4f19822f,CLEAN,NO_DIACRITICS
ba5cfaafb29542018ece,CLEAN,MIXED
0630faad93be40e6a2af,HATE,NO_DIACRITICS
0979ccdaa2f64cceaaf4,CLEAN,OBFUSCATION
fe6a7cf69ef94b44850d,CLEAN,PUNCT_NOISE
ac69ad6f332c4436b5b6,CLEAN,CHAR_REPEAT
96ae718817a44292af62,CLEAN,ORIGINAL
4860800412e84b019119,CLEAN,ORIGINAL
55faa3a77ca040c1b9bc,CLEAN,ORIGINAL
2b435660d732459496a1,CLEAN,CHAR_REPEAT
c3b607b43d84486da021,CLEAN,ORIGINAL
9561041f6c9d4c26bff4,CLEAN,ORIGINAL
5df61bd88eec42edb4d1,CLEAN,MIXED
d652c569e0c8485a9bdc,CLEAN,CHAR_REPEAT
d97dd1f57663403e8a8b,CLEAN,ORIGINAL
5f9c260cf21c4dc790cf,CLEAN,ORIGINAL
6849d4f308b04836837e,CLEAN,PUNCT_NOISE
c80a7662d8fa4b4fba59,CLEAN,ORIGINAL
312d1298af964cf383cf,CLEAN,ORIGINAL
c472d88c18b846ea8af3,CLEAN,NO_DIACRITICS
8fd329ee4baf46f68535,CLEAN,NO_DIACRITICS
c3f4d021d8b04c9bb261,CLEAN,NO_DIACRITICS
56fae5e5cb50408abe55,CLEAN,OBFUSCATION
cf8056c641ce48e1b210,CLEAN,ORIGINAL
85483dd860d24130a095,CLEAN,MIXED
c73b4e575f7b4f408d06,CLEAN,CHAR_REPEAT
6a674f0239614c71a980,OFFENSIVE,NO_DIACRITICS
f8895d5a4c4942079bc6,CLEAN,ORIGINAL
2492d9a3a53040cc8b83,CLEAN,PUNCT_NOISE
a127bafa7e754135854c,CLEAN,ORIGINAL
cf196a034c5e48aa953f,CLEAN,NO_DIACRITICS
3b01e74e5750449cbfd4,CLEAN,ORIGINAL
015fd810b5764007981c,CLEAN,CHAR_REPEAT
2d883ddaaea140718e9f,CLEAN,ORIGINAL
7860cd147d76403a9b57,CLEAN,ORIGINAL
71f40e86db9448478818,CLEAN,ORIGINAL
f3b5e3f5b37347ae9587,CLEAN,ORIGINAL
f9f297d64a994571820a,CLEAN,NO_DIACRITICS
868853cfc4c64d0fae8e,CLEAN,NO_DIACRITICS
320603ffd9f544c788b4,CLEAN,ORIGINAL
3c6024870b0741e38e0c,CLEAN,ORIGINAL
cb94a6c9b9f845c9bc96,OFFENSIVE,CHAR_REPEAT
b5d064c8cee94d029e0f,CLEAN,OBFUSCATION
beab148aef154c14aa6f,CLEAN,NO_DIACRITICS
19cc811087524b789e8b,OFFENSIVE,ORIGINAL
f39e4222c41742ab9a65,CLEAN,MIXED
f8d8f0a3a226484084e0,CLEAN,PUNCT_NOISE
6cdbaf3a01d04b76baf5,CLEAN,PUNCT_NOISE
8e84be9e358143e69df4,CLEAN,ORIGINAL
6d0faa81aa5447e3a4c8,CLEAN,ORIGINAL
3ed1dafd7f6049269e52,CLEAN,NO_DIACRITICS
7720815014b84da4bc81,HATE,MIXED
aa8470043ac746c09487,HATE,MIXED
8d2f1578103a4b20a4bb,HATE,OBFUSCATION
301924d9f09a49ad8f39,HATE,NO_DIACRITICS
14ad9780b1a0492eb3b6,CLEAN,PUNCT_NOISE
a889a2970bcc400f932c,CLEAN,CHAR_REPEAT
2604f9960185414ab43e,CLEAN,ORIGINAL
806ae8dfba7e4c6cb099,CLEAN,PUNCT_NOISE
54064a4a34df4dff9647,CLEAN,PUNCT_NOISE
b56fec7918054c8d9426,HATE,OBFUSCATION
bfd2c29b79f442528427,CLEAN,OBFUSCATION
15d41137c8b247dcb55b,HATE,ORIGINAL
3b7c17e839864a9c8b9d,HATE,ORIGINAL
139b694f2f8441958c06,OFFENSIVE,TEENCODE
cbeb604735fe400fad14,CLEAN,ORIGINAL
34a197d0fd0a460f9a4b,OFFENSIVE,ORIGINAL
32c9be54d65b45bfabea,CLEAN,OBFUSCATION
de7a8280ae4c4242b789,CLEAN,ORIGINAL
74e8a0c011034d99b3ee,HATE,NO_DIACRITICS
aade493cb6a94e09b8ff,CLEAN,TEENCODE
206f09425df74f50b6e8,CLEAN,NO_DIACRITICS
ce075c0f3e0b45aba167,CLEAN,OBFUSCATION
677254c784434c958a04,CLEAN,OBFUSCATION
6254851477bc4b3687b2,CLEAN,CHAR_REPEAT
39d93d2dadf544978fc2,CLEAN,ORIGINAL
75c9e2ce99bf45bf90da,CLEAN,ORIGINAL
7578252c03ec4778874d,CLEAN,NO_DIACRITICS
c860524479e7496dbaef,CLEAN,PUNCT_NOISE
0a9ba0d109104da89f7d,CLEAN,NO_DIACRITICS
67cbd1756fcf459b8ca1,CLEAN,ORIGINAL
450833b0281f4d64bd80,CLEAN,ORIGINAL
032f39e244cd4bcdb041,CLEAN,OBFUSCATION
ec797b998de54847ad1c,CLEAN,OBFUSCATION
661bf9a9a1de41c09aad,CLEAN,OBFUSCATION
5ebdaecd64de4789805b,HATE,CHAR_REPEAT
abf197433be3419ca7bd,CLEAN,ORIGINAL
995ef5d1f2334fbbb35c,HATE,PUNCT_NOISE
03a19347f91542e38213,CLEAN,ORIGINAL
946f46c5bec9477a81cb,CLEAN,MIXED
44c764cd81fd4e60ba2b,CLEAN,PUNCT_NOISE
02f7f69a4eea42958120,CLEAN,OBFUSCATION
eaab739cb5834672b765,CLEAN,CHAR_REPEAT
ca2bfc205fa641d3b8be,CLEAN,NO_DIACRITICS
decc65f679f54ec6a52c,CLEAN,NO_DIACRITICS
7e83811fd1b14fb488de,CLEAN,NO_DIACRITICS
cc85e8a0ec1b4110b5b7,CLEAN,NO_DIACRITICS
aecfe1266ddf439789a8,CLEAN,ORIGINAL
1e4273453bf54b51bcaf,CLEAN,ORIGINAL
25b6fe7efcf24aeebf8b,CLEAN,OBFUSCATION
ccbd6b1f39d7462fa7a5,CLEAN,ORIGINAL
35d9f39f650f402ea00a,CLEAN,PUNCT_NOISE
ef4f1c10bd5b4213bcdb,OFFENSIVE,ORIGINAL
e91d07a741de4807908f,HATE,ORIGINAL
def58806861e467ebb51,CLEAN,PUNCT_NOISE
023fd3c522d44b9db2d5,HATE,ORIGINAL
6ca09cff34a24e75a4f0,CLEAN,ORIGINAL
06a51d064f434ec3b60d,CLEAN,MIXED
347be2a80f434bdb82cf,OFFENSIVE,OBFUSCATION
cdba4fe8e8784b37bade,CLEAN,ORIGINAL
f8e2a3fb0dd342fcb317,CLEAN,ORIGINAL
11fb1941a2d647768097,CLEAN,OBFUSCATION
e8330c4c137d49039b84,CLEAN,ORIGINAL
4619fea9cc5f48ee84d5,CLEAN,ORIGINAL
a903a7c288e144c09e4b,CLEAN,PUNCT_NOISE
862cfa6052ad42e28c9a,CLEAN,PUNCT_NOISE
11752efbcab0481ca1dd,CLEAN,ORIGINAL
4487566eff844515ab0f,CLEAN,CHAR_REPEAT
d52f75e8cb7e42acb434,CLEAN,PUNCT_NOISE
1b67881ad7f54a079d5b,HATE,ORIGINAL
10074944806d44fd98bc,CLEAN,ORIGINAL
e1e32c13253b450180d3,CLEAN,NO_DIACRITICS
5d5995b050684d8ebd06,CLEAN,ORIGINAL
0d39730b44cc4a7c8365,CLEAN,CHAR_REPEAT
2b4a62b2eecc491caf39,HATE,PUNCT_NOISE
8d077bcfda94407b9ab7,CLEAN,NO_DIACRITICS
a400215820f9409db017,HATE,OBFUSCATION
9e861a4800754e66bc00,CLEAN,ORIGINAL
772030a236a347b69956,CLEAN,ORIGINAL
6ce9f1a3391848f28aff,CLEAN,OBFUSCATION
0bce4eaed3d84127adfa,CLEAN,CHAR_REPEAT
c31f022343fc4c60ae27,CLEAN,PUNCT_NOISE
0e905edbdb584ba6b401,CLEAN,ORIGINAL
0aa6a3a0683a4c53b634,CLEAN,ORIGINAL
cfa2d6cee5ca406d95ee,CLEAN,ORIGINAL
537c11a573274cde9e16,CLEAN,CHAR_REPEAT
39b0ad6dbb604c428651,CLEAN,OBFUSCATION
a84ac9e9493e469e8dbd,CLEAN,ORIGINAL
a03a399db4344600abba,CLEAN,ORIGINAL
941ca931d11a4a55bfb9,OFFENSIVE,ORIGINAL
5041cc5b982b4f438445,CLEAN,OBFUSCATION
9820de875f924baa88a1,CLEAN,TEENCODE
914cd1ed6ff34e199e22,OFFENSIVE,ORIGINAL
74b5290cfd2a4192aabd,CLEAN,MIXED
3433230b2e5c49378d58,CLEAN,CHAR_REPEAT
cc61d455bd7b43e9b916,OFFENSIVE,OBFUSCATION
b157090dd39842e28cdb,CLEAN,PUNCT_NOISE
2dd3c4425ffa496b9436,CLEAN,PUNCT_NOISE
a251b2967e234758a34c,CLEAN,OBFUSCATION
d7e5af2e87934393a8ef,CLEAN,MIXED
583469cafd844ae1ae6f,CLEAN,ORIGINAL
e274d600ea9e466d9a26,CLEAN,CHAR_REPEAT
fa800cc401a3461fb73c,CLEAN,ORIGINAL
90434872f13c4d87a077,CLEAN,NO_DIACRITICS
0e6d7362ad2746aeb7cf,CLEAN,PUNCT_NOISE
4569a2097b1e437da3eb,CLEAN,PUNCT_NOISE
acf11a9f138542959858,HATE,MIXED
01b7a2386a6c4b27af45,HATE,OBFUSCATION
c8870869b1b04ac7bec3,CLEAN,CHAR_REPEAT
7e42cdad62884d8c9631,CLEAN,PUNCT_NOISE
7fda02e1ad464a979c53,CLEAN,CHAR_REPEAT
541b18fb3d4a4b85a0c6,CLEAN,ORIGINAL
130546287d0242779cfc,CLEAN,MIXED
cc67e2ebe72c45a0a0be,CLEAN,ORIGINAL
0293ffbf6e00492fb7b7,CLEAN,NO_DIACRITICS
30548079897a4d479868,CLEAN,PUNCT_NOISE
ff4b91d600894fd6acdd,CLEAN,PUNCT_NOISE
2694d8bb19a141a88cfc,CLEAN,ORIGINAL
d73ec4acaedf4ea19187,CLEAN,OBFUSCATION
779a628f59e74734beed,CLEAN,OBFUSCATION
1099a4af5a334be0bacb,CLEAN,CHAR_REPEAT
26cd4527144d4eb59057,CLEAN,CHAR_REPEAT
ed6a5b8a45344553a322,CLEAN,TEENCODE
8f1a8676db6240ff881e,CLEAN,CHAR_REPEAT
58b6b10174804da4aa5d,CLEAN,ORIGINAL
ffb0a692e24b49ce8ba6,CLEAN,MIXED
0ab24373a2824b7fa61c,CLEAN,ORIGINAL
e22f1dfcf6ba4497bfd1,CLEAN,MIXED
00efeaf388704143937b,CLEAN,NO_DIACRITICS
7b51c2bcb216477e8a4d,CLEAN,NO_DIACRITICS
6377898318b8477d82c7,CLEAN,CHAR_REPEAT
ef364e79d0f445048f8f,CLEAN,ORIGINAL
abd8e521a0254cd485ad,CLEAN,CHAR_REPEAT
f83a4350dd834a6eaf6c,CLEAN,PUNCT_NOISE
be61df4cf2a949919fad,OFFENSIVE,ORIGINAL
969d2f662c4f4a5890f4,CLEAN,CHAR_REPEAT
04cce0842dbb4c089250,CLEAN,CHAR_REPEAT
937f8d0ffe9749fb9d92,HATE,CHAR_REPEAT
840c3320ed0e4ce0958c,CLEAN,OBFUSCATION
f234d0d660084ca885dc,CLEAN,OBFUSCATION
200aebffc54f480096c5,CLEAN,ORIGINAL
1b0a3d63400a46f38e45,CLEAN,MIXED
68646fece7ba43a19990,OFFENSIVE,ORIGINAL
b563b2279c3d4253af4c,CLEAN,OBFUSCATION
80b4b60f46004c76b06b,CLEAN,CHAR_REPEAT
4cd154f4a1054db6a91d,CLEAN,ORIGINAL
