sample_id,category,label
img_4f1f723d868c1ce68f7a,category_04,1
img_4f4091df8141b4e2d557,category_05,1
img_4fb019fd04ba912eb019,category_03,0
img_4fe4e8a3aa166d457e6a,category_05,1
img_514c039f10f48e3156a5,category_03,1
img_51a562785117aa7d708d,category_05,0
img_51b960c80e9ef5487c38,category_02,0
img_51d77c82abb2613ff53d,category_06,1
img_52398af9d4081cb4e80e,category_05,0
img_5240a0b74267578ea03a,category_05,1
img_545a0a0dc58dbb433f1c,category_01,0
img_5507249aede731b794de,category_04,0
img_5590ea775b328b08c673,category_03,1
img_562e01c6d253f7b4cb52,category_06,1
img_56a9b2bc8d773d1ca0ec,category_06,0
img_5721f8d9c047d97a12c9,category_05,0
img_5725bb3daf970cf111d9,category_02,0
img_577454026c03f0122e19,category_05,1
img_57b3255c2402968090ed,category_05,0
img_58c8c206e8be9259f15e,category_02,0
img_59155a44299b89f08a3e,category_06,0
img_5969ee670dc7e3c0d94a,category_04,1
img_5a6855636c1e701d733b,category_05,1
img_5ab4886c12e43481f69e,category_06,1
img_5ba65bc9fb3f054ff4b3,category_05,0
img_5be5ef4e5530c46aa433,category_05,0
img_5da4a44358973d1bfb77,category_03,1
img_5db39b8d4c04b4da1cd1,category_01,0
img_5dfcb23da8c3a2f90d21,category_03,0
img_5dfd36ff0d8233f8b1d7,category_03,1
img_5e2d539b853ddb47a5b7,category_03,0
img_5e91065c06784823786b,category_01,0
img_5eae5834f12be82feea8,category_05,1
img_608fedcf9b7a8861f638,category_01,1
img_61bb608278afe6304d73,category_01,0
img_629d3be64587adf433c2,category_01,1
img_62caf83b6b95472ed2b3,category_04,0
img_62d97deba241d904592f,category_05,0
img_63122073b92f9b2170eb,category_05,0
img_6387810aa8ed4df08f96,category_01,1
img_63a7012eac0e3df26544,category_03,0
img_63dfad10b780705bb5c6,category_03,0
img_64d13ac1fddc89b8b56a,category_04,0
img_64d8860d4570b49acc8c,category_04,1
img_6501aad4143c3ff7e0f8,category_06,0
img_663f374ade2b23a1e409,category_03,0
img_669882e3956958ca7e68,category_01,1
img_66f7653cb15fc74d9faf,category_01,1
img_68c5d1c88ba99a8246e2,category_05,0
img_6ba3f6da979267f00d1e,category_01,0
img_6c80daa45e2453e326b3,category_06,0
img_6d1d5b9b43864c801715,category_06,1
img_6d3f6c38bd6722a0ae14,category_02,1
img_6db47235f2e46bfc388f,category_05,1
img_6ea31e6cff061bb074b8,category_02,1
img_6eb7d3caad53b525c7d3,category_05,0
img_6ef351ded91ebe8f4d1b,category_06,1
img_6ef93c4b74338e0b9f80,category_01,1
img_6fe1f39d8c29e0c239f8,category_03,1
img_6fee26a5a37747ca9a46,category_02,0
img_7115ae321f8ec85bf03e,category_06,0
img_71cdf135f1c836a71e1c,category_05,1
img_721ad5ffea6d034a886f,category_05,0
img_72b32e38d893ed02ecdc,category_05,0
img_735f91ede3c6b88d45be,category_03,1
img_740eb1403af2f0a068bc,category_03,0
img_742506f04482ac043833,category_02,1
img_754dfc522eb2769fb9f3,category_05,0
img_75c57367098dc6a6288d,category_03,0
img_76d7771be70c5448e917,category_03,1
img_78110fa2b57ac982dcaa,category_03,0
img_7913ba3e2a84d8005d9f,category_04,1
img_7944e28df5fc39cb2e04,category_03,0
img_795af0eec1982c3ae9c2,category_03,0
img_797a485b9fc9af4bdefa,category_01,1
img_7ac3d72ce190ded7add6,category_04,0
img_7ace209389dfbaa9fd38,category_04,0
img_7c0acbc9bd4c7094e384,category_06,1
img_7d0ea55bb92e66276a9b,category_02,0
img_7d4aba1992f8a1b93bd6,category_04,0
img_7e1d91d8ec562f5516d2,category_03,1
img_7e2ee747ee0f47e40074,category_04,1
img_7e91f46a7a898abedb24,category_05,1
img_7fae785626f43fd4d677,category_03,1
img_7ff1425c5d73573bab8a,category_04,1
img_80a39cc97b9e7f251671,category_04,1
img_83f6b7e51486f226b518,category_01,0
img_84d55e59c105c6e00b3b,category_02,0
img_854ed07e47c02c301542,category_04,0
img_85df8606891e4ed6847a,category_03,1
img_861d18f571379931b524,category_01,0
img_869671dac86af239630e,category_02,0
img_86d58341efb76d2a0fe6,category_01,0
img_873cdb30b9e865b07c75,category_01,1
img_87574af80704e6da8112,category_01,0
img_878806ac2289e20cdddf,category_03,1
img_88ac0b5aae5596cd16a6,category_03,1
img_8979676433197331bafc,category_02,1
img_8996325ce3ea58e8bcba,category_04,1
img_8a13eb45ea84f7565629,category_05,1
img_8a518b735fd5c4ab867c,category_01,1
img_8a5dd4d95c6b599afb11,category_04,0
img_8b8b219084296e43f369,category_06,0
img_8c011f65b892248c6ddb,category_05,0
img_8c9f833110e1e00f5a03,category_01,0
img_8d1783afd9710772be8a,category_05,1
img_8d32d4499ec401269727,category_04,0
img_8d68186d95f604fc4d49,category_06,0
img_8d73c7430c8f9aade803,category_04,0
img_8d8cfd53467394f44926,category_01,0
img_8dad86bab5e79992f546,category_01,0
img_8dec761f2cc4b685f40c,category_05,1
img_8e006142260aeeaf8a3f,category_05,0
img_8e012126abf2f9fbd434,category_02,1
img_8e8a6af9361e103dc3fc,category_05,0
img_8e90ef3362657e83ba5c,category_03,0
img_8f9fb077bfdd2a58d94e,category_04,0
img_914488359590fc6834a9,category_04,0
img_91811d4718aaa2922f83,category_03,0
img_919e730f2637b2168d03,category_04,0
img_91d91100bed1bebc0a11,category_03,1
img_922409a955375e38af01,category_01,1
img_9258d48715925484727f,category_01,0
img_92a626902160db60d378,category_06,1
img_931d92c8299d831453ce,category_01,1
img_93bae4433c94838081a9,category_03,0
img_93c63773e6f47090fb45,category_06,0
img_9457f7bb3b4e211baedc,category_02,1
img_95cd27487e1e0c25a8c1,category_02,0
img_95fcff769f888d91955c,category_03,0
img_97e7f2fbcc501c4fbecf,category_06,0
img_9820b25048220d1270b4,category_06,1
img_9834d51e6be45fe4ae62,category_03,1
img_99639e262a41694a75f4,category_05,0
img_99837aff4e300b4d353f,category_04,1
img_9bb73e50f978c18490de,category_06,0
img_9c53ec2f541f5ef0a3f6,category_01,1
img_9d193814f206d7ab0801,category_06,0
img_9deca31fbbdb86fb156e,category_02,0
img_9e59a7c8c94929f2577e,category_03,0
img_9f0abdd04e4e0ab77789,category_02,0
img_9f1eaf3089168e92abdb,category_02,1
img_9f1ed40f4169d913552c,category_05,1
img_9f44443bf4af8b83a01c,category_01,1
img_9fcf9626fa7ba5ca0ecf,category_01,0
img_a0269e5290fdf93ca35b,category_02,0
img_a0c57e0542242a52172a,category_01,0
img_a0c68c0fb358ba73bb16,category_05,1
img_a0cfa6a5a079b717b6c3,category_02,1
img_a0edcfca4c531265b2aa,category_01,0
img_a1b0e37ba6a2137ed31b,category_05,0
img_a1dbac6d5683342bf2bb,category_02,1
img_a1f5b9d496d8dad87a77,category_06,0
img_a2ce6f33561e6e6fd953,category_01,1
img_a35d8994cb2c6796c392,category_04,1
img_a37285ecf4d82e9e3aed,category_05,0
img_a4846d5884c00bbb1c18,category_02,0
img_a4a5a03641e3a5c3906e,category_02,0
img_a4f7fe7746ae6d10f335,category_05,0
img_a5b937048a1cb7e29a88,category_02,0
img_a6adb7a991e3ff1038d5,category_02,0
img_a715cf777500a2400751,category_02,0
img_a8f624fe922c6b1916d6,category_05,1
img_a935d7580a588626e62b,category_04,0
img_a939489bd51ea7d76ccf,category_05,1
img_a97068f45a2ec598d17d,category_04,1
img_a9eed360b632dec5158d,category_06,0
img_aa758c9d509a5814442b,category_03,0
img_aaafefa556a69f2e14e8,category_06,0
img_ab24456d647724fd9f84,category_02,1
img_abf6bcd88487fb88ddfc,category_02,1
img_ad7bf669bd0882ecd99f,category_02,0
img_ad9214f0d87d60cc4c14,category_04,1
img_ae1a9cd24259de9f531d,category_05,1
img_af72d513595e360be928,category_04,1
img_b056c070cc3e785a7de5,category_05,1
img_b16e11d5a1fb471bd01e,category_03,0
img_b1d48283d68d82ee77eb,category_02,0
img_b2f286e8eab8a2220ba1,category_05,0
img_b3eb3724aebbaf69a2cb,category_01,0
img_b465b1942ab4e57017c2,category_06,1
img_b5551e67e7f907c947ac,category_02,0
img_b5d42b381caa5d3b5737,category_02,1
img_b641ff9764be77cdd33a,category_02,1
img_b6a7086ae567185fab65,category_04,0
img_b7a0823f929b1a92583b,category_05,0
img_b83efa6ecffa2fd09fc9,category_04,1
img_b8e126cc0f38c8b34b50,category_05,1
img_b945ab987e33193db3c2,category_06,1
img_b986a537d31d5d4bd3d4,category_04,1
img_ba0fe05356dea8fcc3a5,category_06,0
img_ba17762e6261cefa6f96,category_02,0
img_ba183b111953218ab0b4,category_03,0
img_ba8b82e60e69c95d08ba,category_02,1
img_bafdc88ee43989625506,category_01,1
img_bb371547858405fceeb2,category_02,0
img_bb76ee0c20bced310887,category_06,1
img_be0f43ef91c45eb2abf9,category_04,0
img_be325b3a8e2ba39f1be1,category_05,0
img_bf28464d4d0fdaf5840d,category_06,0
img_bf418065f802cd7c29e9,category_01,1
img_bfaeb96bde08101cefb8,category_05,1
img_c002f017714e6a05c3e5,category_04,1
img_c17001b69a5aa5d75ba7,category_03,1
img_c1d3ce3e2e1b74b64848,category_04,0
img_c2044070eca45effd8a3,category_02,0
img_c360c9d941e4589f4123,category_02,1
img_c4e2fce9c0b3af1e2ba5,category_03,0
img_c510de43dd0838669c20,category_04,1
img_c631b2eccad13922400c,category_04,0
img_c70489328d443d5a42ab,category_04,0
img_c7bc3cd813204a3f83a4,category_03,1
img_c7cdd916603cf246ac1f,category_01,0
img_c7d46779521b78c0be40,category_06,1
img_c88bf76c3f34d9934a9d,category_04,0
img_c8a7fae61ea25ac0d210,category_01,1
img_c9c1a246d08486609f54,category_04,0
img_c9e7f6909e9a59522ca6,category_06,0
img_ca7b77a9023d9b6205cc,category_06,0
img_ca8c4b27cf47c7df3467,category_02,0
img_cac2ee85be2640870707,category_03,0
img_cae13862bade92f5eeba,category_04,0
img_cb6108cecc88f30dfb53,category_01,0
img_cb7acf8f81355e8839e8,category_06,0
img_cbe91ed18191285f95cf,category_04,0
img_cbef17362affd9c93ca4,category_02,0
img_ccc2699853c5806ee9cb,category_01,0
img_cd8053bc9b1d1eea73ae,category_03,0
img_ce937290806ba82d1e3a,category_04,0
img_ced566faf694db94c7d8,category_04,0
img_cfc482de3b44c23c4788,category_06,0
img_d20c0478e65adb319008,category_04,0
img_d20c4eac14912f7ed145,category_02,1
img_d23b129444e5c78502f4,category_06,1
img_d34dc179d535f6fb6513,category_01,0
img_d3b4bfdbeca5ffbb2e1d,category_02,1
img_d3c51150a48db29cda1e,category_04,1
img_d4390afc3b8573c5166b,category_06,0
img_d4d6eadd4b3ce03d3499,category_01,0
img_d4fba6f32d20b296d07b,category_02,1
img_d627913477becc2bd1b2,category_03,0
img_d658c91ec343ff7e3ce1,category_05,0
img_d71801a544f5996185ca,category_02,1
img_d72e2e84a2d431dfbe11,category_01,1
img_d790ed1fbdef8eced7c0,category_02,0
img_d7e9ce0d36b1774e8589,category_02,1
img_d855c5dff2b70fd4a0ce,category_06,0
img_d8c919c9f34f8f32b3c9,category_06,0
img_d8dc8697f601c3e940ac,category_01,0
img_d8f3aff5c9105ee38a03,category_01,0
img_d9f5e853d50e1d34617d,category_01,0
img_da2c083226aff0628ae6,category_06,0
img_da38d5281ff518c52c44,category_03,1
img_da5686e5c1707965dd66,category_06,0
img_dab5d50bc7a3fae91560,category_04,0
img_db20488f89f754cf9c4e,category_03,1
img_db8d1c1758dd2c43e897,category_04,0
img_dc133802b6b9356fbc06,category_01,0
img_df4c6e2179f6534f3b36,category_01,1
img_df5dd1ac5da312ca9afd,category_01,1
img_dfa044ff8288234ef6de,category_04,0
img_e12a4f78cec126590e3e,category_06,0
img_e19ae1edbd174a6da6d4,category_01,1
img_e1aa335ec32a4fd82602,category_05,0
img_e1b66ba7056145f3c72c,category_04,1
img_e1f0eff50962ac191b41,category_03,0
img_e1f73daddd9f07144f8f,category_04,1
img_e244f1324ae5e8e0a13d,category_05,1
img_e25ee883681ff667642f,category_03,1
img_e262311c4d49a9063b1c,category_02,0
img_e29d830c06c28aed9d49,category_03,1
img_e29e6e9a899aa09f5082,category_05,0
img_e29ee0761d7ff2cb057e,category_04,0
img_e2c1c77541a98e91fe7e,category_04,1
img_e2d1f716d424bd21d794,category_06,1
img_e2fc95744264cdd30319,category_03,1
img_e3b5572d7b89f2bc9c6c,category_01,0
img_e3fc919e6ac8218abc40,category_06,0
img_e445aeb92a716ff47c55,category_05,0
img_e47050c093b63248d105,category_06,0
img_e4ad4c8ddf15371c5711,category_05,1
img_e53ded2554070b51a4ae,category_01,0
img_e62b440a30512774c846,category_02,0
img_e706ed606949214085a2,category_04,1
img_e9fee37dd8da3361fc4e,category_03,0
img_ea0cae01ed6c76eb5485,category_01,0
img_ea938783c72322c3e3c8,category_06,0
img_edfdffc5964d52e5104d,category_05,0
img_eee309685f9194dd26aa,category_01,0
img_eef2b29ef8941930e588,category_05,0
img_ef69c9550b40ff72d9f0,category_02,0
img_ef6a984e37925f631d8b,category_02,1
img_ef9bf168ed663d7aed9a,category_03,0
img_efe296b61833848ddb43,category_02,0
img_eff5e12fae209e4fd5ad,category_05,0
img_f1cff6427f9f7e7b9227,category_05,1
img_f1ece752562c5ce2c9ef,category_02,0
img_f20bb6f02e87846c4eb3,category_06,1
img_f33a5a930840bc8a699b,category_04,0
img_f3dcf01f3e5eff618d8a,category_04,1
img_f4751920b2fdf6779302,category_06,0
img_f4865295783ee0e42874,category_04,0
img_f53bebaf8f08bd83e0f7,category_04,0
img_f609d199a5e22948f0cd,category_06,1
img_f60de67b1d308496c08d,category_02,1
img_f7778fb5cc7e69587ca6,category_04,0
img_f7d5e8dd44aa1e1e3285,category_04,1
img_f7e264be872729c833ac,category_02,1
img_f92a94cf0abcfff7c38b,category_06,0
img_f95a2a2817b268be5686,category_05,1
img_f999a0b432a1ed4f5b02,category_03,0
img_fa99c263f1fb80f0a58e,category_06,1
img_fafc8ac03476ef276161,category_04,0
img_fb039901b5d66afcedea,category_04,0
img_fb364c6e19618badfca8,category_05,0
img_fc0529b980ddd06aa323,category_06,1
img_fc757e8de829878fd92d,category_06,1
img_fd08c1d0b3278084e149,category_03,1
img_fd0b4d0b32bb857dc73b,category_03,0
img_fdbfa87f9beeddde77cd,category_05,0
img_feee7cb76ba077af417a,category_01,1
img_ffa200047a2367858042,category_05,0
img_fff0b795fa9bfa9379f8,category_02,0
