sample_id,category,label
img_936abffb4f62ca82f320,category_04,0
img_936b69052fb63e7697d8,category_06,0
img_93d4884bec0508022ae0,category_06,1
img_947a04891a7e695daacc,category_04,0
img_949139b2f1ce844d0ec2,category_06,0
img_94f2beeae270eb1d0048,category_06,0
img_95097201d65c5102ed88,category_02,0
img_9583ad539bb1cba4d872,category_06,1
img_95b8edfceb986e1a485e,category_06,0
img_9602d880cf0d22068392,category_04,0
img_962c11924bf847ef1fdd,category_06,0
img_962f4da1e8a229f20ab9,category_06,1
img_9655ff9f4d6904e27269,category_06,0
img_966aa8cb13f4dc0a2e00,category_06,1
img_96c17666d4f5e59c9934,category_02,0
img_973dd75b5ac0aa908240,category_06,0
img_97467285088609a143e4,category_06,1
img_983c057f9dd8f98d4bdb,category_02,0
img_98a721bc25d3ce9e105c,category_04,1
img_9af8c38afef2ddc8340b,category_06,1
img_9c56b7efa7e841b4d7ed,category_06,0
img_9c5d10750d0117258feb,category_06,0
img_9c68611c923038b56fd4,category_02,0
img_9d52469fb2e9cdd570c1,category_02,0
img_9dac671464923a8c554a,category_02,0
img_9e56d3bb1ec2725cec96,category_04,1
img_9ea3de25958b3f53175f,category_04,1
img_9f5b509349d8982089bf,category_06,1
img_9fcc7f40aa826e693e1d,category_06,1
img_a10403a4480cb6419608,category_04,0
img_a10db094ebe3750eb201,category_04,1
img_a15c2d025f7cf2b556ad,category_06,1
img_a1e0c7b4b07e9246a979,category_02,1
img_a35fa504d808220ee4a7,category_06,0
img_a41aa0a830e3816cdf7a,category_04,0
img_a5bacbac6625f209b213,category_04,0
img_a60b30ad5b26361e31ed,category_04,0
img_a7097dcf74d772c4c76d,category_02,0
img_a776593d9af6ff615ea1,category_04,0
img_a8ae877545eb3a43380a,category_02,0
img_a97739dce5adada081ee,category_04,0
img_a9aec8b96cb216e267ee,category_06,1
img_aa6e0f257337de7092be,category_04,0
img_aa752e8fff35d64ec9c4,category_06,0
img_ab6b8798f1ed59d4b4c5,category_02,0
img_ac3c4c866133a6f55eab,category_02,0
img_ac6309938b632f6a970d,category_02,0
img_acb5b76c5385ababe7ac,category_06,0
img_adfbca4d205cf5a685f8,category_04,0
img_ae6523a922bedc2eac1d,category_04,0
img_ae95357a4c2c20f5c74a,category_02,0
img_af1d425fb6c47fb79a51,category_04,0
img_af4e306b4ff3b8311881,category_06,1
img_af5d11dd401db11db1a5,category_02,0
img_afccfd10a3cfa15b2ac6,category_06,0
img_b17d4b14832cb5520116,category_04,1
img_b1df1308b075c4b57061,category_02,1
img_b20d79e82193ca815e60,category_04,0
img_b229db4c4c9acf88b89e,category_02,1
img_b34de5a2468b6164ee83,category_06,0
img_b3c353a7d418319fccc5,category_04,0
img_b3e5d6bf7f7795b26baf,category_02,0
img_b51f5e52bc1c50f8a9c2,category_02,0
img_b5ed4df25eeaf4a6ca75,category_02,1
img_b65cbf3e891607118abf,category_04,0
img_b6bdfdfd8c61d835ee6e,category_06,1
img_b71e42e1352828e46c82,category_06,0
img_b733dfa74ca24bc6a024,category_02,1
img_b8447a8b1f0207ae5e58,category_06,1
img_b89438e1501b1ce3c821,category_02,1
img_b89d9dbd417a8980a6c5,category_02,0
img_b9980c01946af15b9b23,category_06,1
img_ba4c53f3ec8ba5da0415,category_02,0
img_ba9a28b7432091765e40,category_02,1
img_bafde58442c0b64aea6f,category_04,0
img_bc08b5c4e732fbfa95db,category_06,1
img_bd11749197c3cddf600a,category_02,1
img_bd750d092283a9c44689,category_04,0
img_bd88137ca04e999219aa,category_06,0
img_bd9ae484730e3c9d1eab,category_02,0
img_bddc32c55f997331cab9,category_02,0
img_be22ed57ac6f40f0c391,category_02,1
img_be4da2d67a2c943ac9ce,category_06,1
img_be842fad76c7c7851b2d,category_06,1
img_befac8b298d1f80d06ad,category_06,1
img_bf4d73ab17d3d71bc48e,category_04,0
img_c08fcc72791a177a4307,category_02,0
img_c14809230037462864a3,category_02,1
img_c2426abd881d792f9ac8,category_04,0
img_c25e748ac3db4d187751,category_04,1
img_c287fce426ab6905fafd,category_04,1
img_c2c97358d028815dd61a,category_06,0
img_c392f292bd0adafb0994,category_04,0
img_c4a28827b406e202777c,category_02,1
img_c522ae1d0eeb9163b13e,category_02,0
img_c5448cb21f17c1907eef,category_04,0
img_c65b4973eb66f6234998,category_04,0
img_c710416a9441e142f1a1,category_02,0
img_ca47dd4e21f135f946fe,category_04,0
img_ca77de88859d9fcf62bd,category_04,0
img_cb3527fe0ba5adaef1ea,category_02,1
img_cbb4b1ba42ef14c77b12,category_02,0
img_cbde0699004c7b1e911e,category_04,1
img_cbe8e6db6444b40915d8,category_02,0
img_cc049c1f688ee99c7be2,category_06,0
img_cc7041dd56c9e41bf417,category_02,0
img_ccad2f58ff1df9e08e31,category_04,0
img_cd5ec9cfae01933222df,category_06,0
img_cd8ee60faf4d8d192838,category_04,0
img_cd95abc1141feb0243ce,category_02,1
img_cd9d9997619bf7e347cd,category_06,0
img_cf05f28dfe85f2a08259,category_02,1
img_cf392f3bcfabfc032409,category_02,1
img_cf4db2ab39631ac49c7b,category_04,0
img_cf96d73fc8412dcf0928,category_06,1
img_cfa35c265a2a33912d98,category_04,0
img_d143be7d5eb86172ba8c,category_04,1
img_d248b262b69ca4ad4659,category_06,1
img_d2ee5d9103b6087308b2,category_02,0
img_d443889626f6407b4f14,category_06,0
img_d4ebd9a77dbf7dea7e27,category_04,0
img_d510b13f3a875d4319fa,category_02,0
img_d7d08badadaea1c2068c,category_02,0
img_d844cc11f2311361709c,category_02,0
img_d84896e6f389f48ee8a8,category_04,0
img_d87d89994f7cd93822ff,category_06,1
img_d90c0f5a2b7984bb2477,category_04,0
img_d97a70b00a2e4bb083d2,category_02,1
img_d988d42b71559d793aad,category_06,0
img_d9f2f2bc52cdc85ed3fe,category_06,0
img_da0c56818896aa493f54,category_06,1
img_da89ba532980b9312a4d,category_02,0
img_daf7f81524e7aedc7c0f,category_02,0
img_dba1c66e2d2ae32f2a08,category_02,1
img_dc6247ce7e436e373f75,category_06,0
img_dd4c6b300ca7a49d2a72,category_02,0
img_ddaadebf17a86b84d001,category_04,0
img_ddab833d5220d11584f3,category_02,0
img_de0c30a8607147a6d635,category_06,1
img_de42287d2f8eb2cce517,category_06,0
img_df683defb70b59188b05,category_02,1
img_dfe63e73bc64693a9a4d,category_04,1
img_e0bc4212afcfda067674,category_04,0
img_e1a95fd42cde182058f3,category_06,0
img_e22c00c310ff074b981b,category_04,0
img_e289386c382286e3bc63,category_04,0
img_e3096960ae9063998f3a,category_02,1
img_e3489116b15a858660ba,category_06,0
img_e3ca926ea366a610d89d,category_04,0
img_e471e4c3eda7a3a03cc0,category_02,1
img_e4c5e62dbf85b3d175b0,category_04,0
img_e4c644d6ccd2198ad35e,category_04,0
img_e5df700df7402659f34c,category_04,0
img_e668d166d174cf5545e5,category_06,1
img_e6f13199765d1f4f3eee,category_04,0
img_e6fb325db197c74c5abe,category_04,1
img_e739b8c87474ce3ef3fe,category_06,0
img_e77baa358e4b5de3c8a0,category_04,1
img_e7bdf37d4c40e22b8c39,category_04,1
img_e91af7b10dab69b057a5,category_06,1
img_e92538e55233d404200e,category_02,1
img_ea1ea052f8364811d54d,category_06,1
img_ea21b5866eb24cb265a8,category_06,0
img_ea9764598edfe53dd24a,category_06,1
img_eabe4dcbc60d52265f3c,category_04,0
img_eb13f4ba1433f5898ec9,category_06,1
img_ebb662dfd222b9b84f67,category_06,0
img_ebcb8d77a4506cf08e31,category_04,0
img_ec526169af1a6987c0dd,category_02,1
img_ec5bb3dce3d3c467847c,category_06,0
img_ec7629429ac21b650da8,category_04,0
img_ec8d9c70266b8ab42bd3,category_06,0
img_ece6db8bd832ad14af1f,category_02,0
img_edc56d9cb8a27dbdc81e,category_04,1
img_ee21ca44798e0a838486,category_06,0
img_eeb1d4b8f9386b86e475,category_06,0
img_ef442c3b6f0e47c315e5,category_02,1
img_ef7e908669212c3d7b83,category_06,1
img_f01c665508ec6d599bdc,category_04,1
img_f0699a47e5c8f3b0c01e,category_02,1
img_f07c7e5523ac9755bea6,category_02,0
img_f0c6cfa66c64ba40569b,category_02,1
img_f1eaedd0387d37a7df44,category_04,0
img_f2a82727e86b441faf0f,category_06,0
img_f2ed949efdc431b68e73,category_02,0
img_f42051345f30b8cd2239,category_06,1
img_f4c88f129c7d74d4180e,category_02,1
img_f52de1e62d9c8b8d522c,category_04,1
img_f587f1d4d272b42af4aa,category_06,0
img_f614af55b6e26b426bd1,category_02,0
img_f64a4c31d304cdd9c65b,category_02,0
img_f6828c5f722aadf91569,category_02,0
img_f793b120e6f7295981bf,category_06,0
img_f7e37c80f6b3ba6f805d,category_06,1
img_f83663c0f0673689ee10,category_04,1
img_f8832fe4ff38d91f77bd,category_04,1
img_f893907419f3c831396a,category_04,1
img_f97a6b0c6dc03a362299,category_04,0
img_f987343865af797547a5,category_02,1
img_f9fb7a0c98715869ee1b,category_06,0
img_fa9c61d60578e51b596d,category_02,1
img_fbf57aa486e9d0aa1549,category_04,0
img_fc7576ff71f8b2806e5e,category_04,1
img_fc8a54aaba5864e485cf,category_06,1
img_fd06545cabbe7eaaa7ec,category_06,0
img_fd5afa0f110122915751,category_02,0
img_fdce9dcefff5463e74c6,category_06,0
img_feceb6f46f995a9ac23c,category_04,0
img_fefc7f72ef9cc3bc75dc,category_06,1
img_ff4a832d51060657f64d,category_06,1
img_ff743963c1511d4db553,category_04,1
img_ff7f0495a1e0aa0bb1cf,category_04,0
img_fff18a31e2cb48f6bb8e,category_06,0
img_009748c7f72eee31e26f,category_03,1
img_0175fdd567c0c7ecd765,category_03,1
img_0179f0f21fdb2f5278ed,category_05,1
img_01b1d04a8f5454dbf819,category_03,1
img_0264288aed896844679c,category_05,0
img_028a1963c6717dd1f7b9,category_05,1
img_029671fb764b7e1b9466,category_01,1
img_0388bef5a5b663620864,category_03,1
img_03c06f5302ce29062a3b,category_01,0
img_0653fe0de9f53689c817,category_01,0
img_07039418b90f596541e5,category_03,0
img_07f53b10f9cd0a417f1f,category_05,0
img_087b33ec669e62e38812,category_05,1
img_09b2ae6f99eb796d17e2,category_03,1
img_09eed4c3ad527ae373b2,category_03,1
img_0a0a931e366a6e56d8ac,category_03,0
img_0a0e5c9a58a9696d283d,category_05,0
img_0c20fa3ee2d7e8e09881,category_05,0
img_0c82e86cacadbc7a6d32,category_01,1
img_0cdeee568d5469107a79,category_05,0
img_0d96526bd2d4e0eeaf54,category_05,0
img_0d9b632ee36d93c30eed,category_03,1
img_0e6f6165970c8a803ecb,category_01,1
img_0e7777a97d7923e73098,category_01,1
img_0efd11b606a8e0f61643,category_05,0
img_0f0d1bc9fb40323c569f,category_05,1
img_0f247dc2e368b2559a68,category_05,1
img_0f83447c6c2109927bd5,category_03,1
img_1001884d1224f6557366,category_01,0
img_1049f0c558df5943b4a5,category_01,0
img_113e24080a998b36672f,category_05,1
img_11b553e3b46d8bc179e2,category_01,1
img_11b7201b0fcd926fdaaa,category_05,1
img_12d20d081923ece6bc0c,category_01,0
img_1339a505d3a301f3263e,category_03,0
img_1386a79782de7b5e3b6c,category_01,0
img_145af3952f9a6e58eda4,category_01,0
img_14f0d5c8002a8c9fc487,category_05,0
img_15205732cb9745b9ccc4,category_01,0
img_1522a0fcd0b8ad1f5157,category_03,0
img_15550bb63d7ae6f99055,category_05,1
img_15a9be2879d7941e8997,category_03,0
img_16daeb07849f6979c347,category_01,0
img_178e62df38a8a55d5ecf,category_03,0
img_179672a22bb03e195eff,category_01,0
img_17e4c4de6e152a469005,category_05,0
img_188689ab3deaa2be8f08,category_05,1
img_1909f9184ba7b0014ac6,category_01,1
img_191f9ed069b9f2e33cda,category_05,0
img_1a57375a5ba286bf65cd,category_03,1
img_1aa010cabef87b636167,category_05,1
img_1c52009bde14d60067dc,category_03,0
img_1c58a08de3ff05380cbf,category_03,0
img_1c92636f37e7b121b47c,category_01,1
img_1d2416fdd16ed8a75f51,category_03,1
img_1dac1771a81a98d3b2cd,category_05,1
img_1e10807d05fbc581343d,category_01,1
img_1ef7bc8a78bbfef2bde3,category_01,1
img_1f7d030dc464344e5991,category_05,0
img_1f9c8afb5f468f88ddf8,category_03,0
img_1faf953318cb3f07e5c8,category_05,1
img_1fb8e54c078e2c29f2e2,category_01,1
img_20a6a8b6aa97fb5102d0,category_03,0
img_20dafd03f31aecd05243,category_03,0
img_20f58d317c0bf775e103,category_03,0
img_211d3586f24c2c50bcf5,category_01,0
img_2177b0c61565a69c46a8,category_05,1
img_2184fb6fb5c4710a9576,category_05,0
img_22786c6861a00c0f75cf,category_01,0
img_2345b71fc4e70dab3ddb,category_01,1
img_243aa269f60bdfa3e5f5,category_01,1
img_24c0ee07621b18a0b99d,category_05,0
img_24f26e3ef7ef2a48daf4,category_03,1
img_254be9e80d3865c13588,category_03,0
img_25f30a8e569acf16053a,category_01,1
img_26010c1e9615a72f1d3d,category_01,1
img_2652b8e12f69c3c1a128,category_01,1
img_265f15963b5713984961,category_03,0
img_266aefd8e03d42caf999,category_01,0
img_26b2bd30647494fb2711,category_03,0
img_281427ef11faebdfe473,category_01,0
img_2915d49d29d9b5b19749,category_03,0
img_297e9d0689a4d637a705,category_01,0
img_2a2aa45a000d87d790b9,category_03,1
img_2beaff3c2a3b01a409ac,category_05,0
img_2ce349e095639f5a2862,category_01,0
img_2d27de79f117979e421f,category_05,0
img_2d82152e0aec8e86b00d,category_03,0
img_2dd941f4aeb54c0cddd2,category_01,0
img_2e1e2056555fbeb2cab9,category_01,1
img_2f416e6e24a70f3944b8,category_05,0
img_2fe77fef7d4f9bd588f7,category_05,1
img_304b8f8083c8b30de7aa,category_05,0
img_308ee587f8b7fb4486bc,category_05,1
img_3092b599d85f2ef5a6ef,category_01,0
img_30c58b03575eca997386,category_01,1
img_328002f1bb29900aefd2,category_01,0
img_329625513dc244283095,category_05,0
img_32c2c6d7582e86719d77,category_03,1
img_33859a197f3e4a9ee285,category_01,1
img_35240ab6972f429ddff3,category_05,1
img_352bdaade3c9193380df,category_05,0
img_36bacaa6e52ed0b64e6a,category_05,0
img_3889aa6c010e1daac2c0,category_05,0
img_3920156f5e09544af4fe,category_05,1
img_395644e926050a84c020,category_01,0
img_39a10614fdfa96a5c249,category_03,1
img_39a6a0aa858d06b9cd1e,category_03,0
img_39d9e261d5046177805b,category_03,1
img_3a0d550f9741ee2840aa,category_05,0
img_3afb21229101c6754a1d,category_03,1
img_3b37399426654901528e,category_05,1
img_3b6db6dcfdff0fd2fff9,category_01,1
img_3babf27b403bea49004b,category_05,0
img_3bee1147df9f44baf767,category_01,1
img_3cf9d64437244adaef73,category_03,1
img_3d13ab48d09902aec077,category_03,0
img_3d631f74c5802ec00125,category_03,0
img_3d8ff74598e200b6e742,category_01,1
img_3da087c8e10da6b40ccf,category_05,1
img_3e1956ae884c6dd18170,category_01,0
img_3e2c55b37a3496d6ebbb,category_05,0
img_3e37b3a19c0b5162b5d6,category_03,0
img_4000e553eca6e96d7f53,category_05,1
img_4003ba41fb26817298ef,category_03,0
img_403393cca14aa07b25eb,category_03,0
img_4042bba80e875a62ed28,category_05,0
img_4093c3ec8a9baf8ce029,category_05,0
img_419d88cd0b0340958b8b,category_01,0
img_4332f0f15e406296258a,category_01,0
img_43ced56c9b0412601bcb,category_01,0
img_43db8b3d4c66123acc1d,category_05,1
img_44979c9b8ecf2a24148f,category_03,0
img_44b0bf933d8b04068e40,category_01,0
img_45c7c90e21cbf3efab60,category_03,1
img_466943d6f9c1c084a1f5,category_03,0
img_467aa3720d631577f1bf,category_03,0
img_475254e51b9e4dd5507b,category_01,0
img_4759839afce53d403bb2,category_01,1
img_477c8cde39a1758cee1a,category_03,0
img_47e735778b8e816429e7,category_01,1
img_48ee1b4cd302b2750b4e,category_01,1
img_4905bd45b37d8a56b516,category_01,1
img_492eb5ecd22b6efbfefc,category_03,0
img_49af153e3e9137e3359f,category_01,1
img_4a439ee74e95f0429e18,category_05,1
img_4ad1323afeb9a96fca9c,category_03,0
img_4af0433c7a50d1f834bf,category_03,0
img_4cc8e97aa146b4d8b8c6,category_05,0
